161	69905,32394,69905	2,14,2
65699	60033	2
164	16845	2
65701	17122	2
166	20139,51225,11136,33052,43414	23,23,23,23,23
167	74440,58327,74440	14,2,14
65704	38904,17026,70560	23,23,23
65705	24957,19298,73962,63911	23,23,23,23
65706	70046	14
65707	60826,2733,6761,27111,60826,2733,6761	2,7,14,7,2,7,14
45833	35837	2
65710	39800	23
175	70621,43833,70621	14,2,14
176	8415	2
178	4256	14
65716	63703	23
65717	33201	2
65718	64190	2
65719	24143	2
184	43556	2
65721	64768	2
186	61680	2
65567	31428	7
65724	65874	23
65726	56350	2
191	52184,71402,14661	23,23,23
192	15546	2
65729	21678,19545,21678	2,14,2
194	57987	2
76491	30143	2
196	1542,8478,1542	2,14,2
197	19687,69056,19687	2,14,2
65734	60882,44201,60882	2,14,2
199	39549	2
202	14503,22888	14,2
21879	14420	2
204	16300,43608	14,2
205	8794	2
76493	14147	14
1747	77231	2
65745	47534,31428,52400,47534,31428	2,7,14,2,7
211	11431,9491,11431	14,2,14
65748	77849	2
65749	55917	2
215	26501	14
216	57476	2
65753	69936	23
218	47128,41600,73628,8646	23,23,23,23
219	630	2
65756	59872,31428,14147,59872,31428	2,7,14,2,7
221	46039	2
222	33190	2
37	53440	14
224	33344,29881,40267,33344,29881	14,2,7,14,2
65763	4254	2
229	35734	23
230	62041,4959,51224,2277	23,23,23,23
65767	74268,10403,74268	14,2,14
65770	26025	2
235	5981,49208,5981	2,14,2
236	24131	2
65773	44572,64043,44572	14,2,14
65775	24026,66481,24026	14,2,14
240	55221,32394,55221	2,14,2
65777	3029	2
65778	66464	2
65781	54060	2
8	55189,38321,55189	2,14,2
247	75732	2
65784	77791	2
249	48424	2
65786	56568	2
65787	76640,58374,11557	23,23,23
65788	27526	2
65791	36483	2
256	59697	2
65793	37011,20578,45479,34472,29512	23,23,23,23,23
65794	6877	2
65795	842,60847,6486,21071,21534,52947,21634	23,23,23,23,23,23,23
260	36685	2
65797	66482	2
262	45470,79111,45470	14,2,14
65801	2224,76201	23,23
65804	12315	2
65805	15208	23
270	2403	2
271	15991	14
272	68727	14
273	3410,15186	2,14
274	3897,48500,3897	14,2,14
275	15067,54489,29517,25368,58501,67134,72951	23,23,23,23,23,23,23
276	54033	14
278	75633	2
65815	5197,48875	23,23
65816	41915	2
65817	62608	2
65819	73256,73059,73256	14,2,14
65820	5281,16029,5281	14,2,14
285	26571,4335,26571	14,2,14
65823	74281	2
65824	74614,38247,40267,74614,38247	14,2,7,14,2
289	54033,76195,54033	14,2,14
65826	49737,78849,49737	14,2,14
65828	68574	2
65829	69375,43417,57789,2688,44999,62557	23,23,23,23,23,23
294	69308	2
65585	77381,78953,3722	23,23,23
296	15991,79116,15991	14,2,14
297	14027	2
298	52004	2
65835	70176	2
65836	54060	2
301	49208,44489,49208	14,2,14
65838	64543	23
76509	77393	2
304	47050	2
65841	21049	2
65844	77141	14
76510	15186,11927	14,0
65846	23812	2
65847	10155,28455	23,23
65848	60231	2
65849	69686,26571,69686	2,14,2
10975	77049	2
317	21466	2
65854	38971	2
319	8478,73403,8478	14,2,14
320	25048	2
76512	30294	2
322	42553	2
65859	56766	2
65860	56489,36516,56489	2,14,2
325	50624	2
326	8393	2
327	45418	2
65864	27595	23
330	76450	2
331	12279	2
65869	57853,4805,19603,41420	23,23,23,23
334	9740,72995	23,23
335	35036,51173,8326,7311,74607	23,23,23,23,23
336	54060	2
65873	26234,71787,67052,64045,65904,1222,29434,52128,14226	23,23,23,23,23,23,23,23,23
338	14304	2
43747	20871	2
340	41357,62785,37121,20972,35935	23,23,23,23,23
343	72651,64178,72651	14,2,14
344	10356,32394,10356	2,14,2
345	52212	2
346	49506,17316,49506	14,2,14
65883	27765	2
65884	37059	2
65886	48217	2
351	54271,7825,65979,54271,7825	14,7,2,14,7
352	62103	23
32827	16029	2
356	589	2
358	36000,28767	23,23
65896	49887	2
361	47074	2
362	20359	2
76519	14430	2
366	19728	2
65903	56202,47122	14,2
368	58185	2
10984	46530	2
65906	55668,54033,55668	2,14,2
65907	53563	2
65908	50849,64691,50849	2,14,2
65909	8509	2
374	11920	2
65911	59894	2
65912	72224	23
377	31044,3567,27560,31044,3567	2,14,7,2,14
65914	72857	2
379	39594,49520,75405,68186,77960,7438,53910,55698	23,23,23,23,23,23,23,23
65917	29628	2
65918	52556,41872,33720,54672	23,23,23,23
65919	44817,36516,44817	2,14,2
384	21347	2
385	30140,43022,31410,50337,27429,21031,29132	23,23,23,23,23,23,23
69845	25243	2
387	53077	23
65924	26927	14
65926	5814,68727,26407,5814,68727	0,14,2,0,14
391	50470	2
65928	73909	2
65929	4256,24411,4256	14,2,14
394	6776	2
395	44031	2
396	65078,49737,65078	2,14,2
397	43655	2
65937	17461	14
402	18167	14
65603	14568	2
65941	59048	2
406	65704	2
407	35467	2
408	43983	2
410	61316,78747	23,23
411	19209,52573,70565	23,23,23
412	26309,57415	2,14
413	71364,37756,71364	2,14,2
415	3625,65506,3625	14,2,14
65952	78205,5495,78205	2,14,2
65953	16800	2
418	1691,27504,6135,1691,27504	14,2,7,14,2
420	63157	2
10993	68210	14
424	5939	2
65962	32819,6968,13404,60885	23,23,23,23
427	939,67440,939	14,2,14
428	66554,638,66554	14,2,14
65965	55145,9702,55145	14,2,14
65967	1161,78457	23,23
432	56086	2
433	78281,1409,78281	2,14,2
435	51522,26619,63353	23,23,23
436	3586	2
65973	456	23
438	73256,37499,73256	14,2,14
439	58175	2
65976	25824,59420,47746,42451,38191	23,23,23,23,23
65977	43164	2
65978	30973,4322,30973	14,2,14
65979	351	23
65980	45083,1686,45083	14,2,14
65610	1569,22636,1569	14,2,14
65983	959	2
448	69056,9089,69056	14,2,14
65985	74077	2
450	51998	14
65611	28271	2
76534	13328	2
65990	4151,19565,4151	2,14,2
455	13173,14789,13173	14,2,14
15	47363	2
457	27560,72326,52102	7,14,7
75476	19728	2
76535	30683	2
65996	696	23
65997	34753	2
65998	33831	2
464	69213,1679,13259	23,23,23
465	14194,31821,14194	14,2,14
66002	30071,56747	23,23
66003	29883,73627,21331,11245	23,23,23,23
468	63368	2
469	68727,34767,68727	14,2,14
66006	76351	14
471	7216	2
66008	58766	14
473	69436,34271,74862,69436,34271	2,14,7,2,14
474	32918	2
66011	77505,48024,77505	2,7,2
66012	16444,3275,34225,19845,44880,47403,34762,67768,8239	23,23,23,23,23,23,23,23,23
76538	34085	2
2198	27264	2
480	26182,32488,37129,28919,69129,78321	23,23,23,23,23,23
481	32839,22195,54125	23,23,23
482	2733,50508	7,2
483	33392	14
66020	2488,47559	23,23
485	33885	2
66022	66376	23
66023	63474	2
488	1220	2
66025	55558,68265,32697,72099,67667,74940,11222,17732,35019,51416	23,23,23,23,23,23,23,23,23,23
66026	29184	23
491	43831	2
66029	26805	2
495	41752	2
66032	57510,68727,57510	2,14,2
497	17861,37905,17861	2,14,2
66034	72378	2
66035	72378	2
502	31444	2
66039	74341	23
504	19571	23
84	25193	7
66042	48663,16782,48663	14,2,14
66043	48609,26886,72189,62487	23,23,23,23
510	29877,45228,19350	23,23,23
66081	34271	14
66049	40278,73804,40278	14,2,14
514	31428,66426	7,2
515	19293	2
516	38646,68727,38646	2,14,2
517	27547	23
66054	22610	2
519	23093,73256,23816,23093,73256	2,14,0,2,14
520	32998	2
66057	21964	2
66058	32909,26824	23,23
66059	50437,22347	2,14
66060	7842	2
66061	13852	14
66062	74764	2
66063	69498,39282,33407,54955,63392,13838,39723,38948,14791,7713	23,23,23,23,23,23,23,23,23,23
66064	78882,18676,78882	14,2,14
66065	52816,32320,17461	7,2,14
531	54938,69297,54938	2,14,2
532	64619,31301	23,23
66069	10360,10897,10360	14,2,14
534	1686,52272,1686	2,14,2
66071	74258	2
66072	75922,23033,50513,17511,31494,27195,65359,20835,22805	23,23,23,23,23,23,23,23,23
537	4370	2
538	38861	23
66076	50141,19004,62588	23,23,23
66078	10507,49208,10507	2,14,2
76549	25167,37924	23,23
66080	75568	2
545	54060,31428,31487,54060,31428	2,7,14,2,7
18	60216	2
66083	20581,44045,21903,44023	23,23,23,23
66085	62633,33437,45280	23,23,23
66086	45821,48540,45821	14,2,14
551	37886,14503,37886	2,14,2
66088	6160	2
66089	12367	2
11015	773,21686,773	2,14,2
556	15991,66931,15991	14,2,14
557	4175	2
66094	29674,72403,71765,50678,40283,6069,42850,68556,25856	23,23,23,23,23,23,23,23,23
66095	50647	23
66096	20586	2
66097	66271,69310,66271	2,14,2
562	23386	2
9169	6319	2
94	59579	2
66102	15387,16029,18188,15387,16029	14,2,0,14,2
567	12620,36616,27690,12449	23,23,23,23
66105	22596	23
570	24595	2
66107	64714,2394,26655,61129,12221,13273	23,23,23,23,23,23
66108	901	2
573	48500	2
574	74830	2
575	26228	14
66079	70160	2
66113	72670,45759,45698,73790,31417,11944	23,23,23,23,23,23
578	11476	23
579	26792,37556,40025,1179,42078	23,23,23,23,23
66116	31807,47708,31807	14,2,14
66117	41860	2
66118	57720	23
583	51690,31251,10493	23,23,23
584	20020	2
76556	25483	14
66122	37747	2
66123	7163,77036,52103	23,23,23
589	26609,77479,356,12891	23,23,23,23
11021	42010	2
66129	75732	2
594	48107	14
65635	23187,22121,23187	14,2,14
596	37342,72275,37342	2,2,2
66133	40852	2
66134	77024,56427	2,2
599	57147,74036,48424,57147,74036	14,2,2,14,2
66137	63628	2
66138	37951,39880,69437	23,23,23
603	77049	2
66140	67437,37525,67437	14,2,14
606	12776,70258,14262,5780	23,23,23,23
76560	66564	14
66148	29587,63069,48024,27045,29587,63069,48024	2,14,7,0,2,14,7
66149	20052	2
66151	7842	2
616	11936	2
66153	41820,2832,41820	14,2,14
618	60313,16715,43993,14122,43226,44352,74100,69062,49010,16867	23,23,23,23,23,23,23,23,23,23
66155	36685	2
620	65704	2
66157	67337,36737,67337	14,2,14
66158	46505	2
66159	34268,15834,17118	23,23,23
66160	27560,50661,17461,27560,50661	7,2,14,7,2
104	45308	2
11027	48620,19287,29024,41003,15908	23,23,23,23,23
66164	26571,77188,26571	14,2,14
66165	8346	2
630	74190	23
4	6776	2
66168	67291	2
66169	54890	2
634	50729,43013,50729	14,2,14
66171	66741,60917,66741	14,2,14
636	26366,36216,48090,74316,69531,16344,22491,74165	23,23,23,23,23,23,23,23
638	47147	23
66175	62717,17605,62717	2,14,2
641	44434,50437,44434	0,2,0
66179	10192,29709,77769,47584,73474,21547,16284,43499	23,23,23,23,23,23,23,23
644	20249,7754,50288	23,23,23
66181	74382	2
66182	17618,21878	23,23
647	27997	2
66184	18469	2
650	46947,51417,23608	23,23,23
66187	78129	2
652	42393	23
66190	26378	2
66191	27560,13718,33760,27560,13718	7,14,2,7,14
656	39529	2
11032	52629,74399,49601	23,23,23
658	14805	2
21955	60199	14
660	50661	2
66197	65996,70845,25483,65996,70845	2,0,14,2,0
66198	29524,1082,72896,71638,3740	23,23,23,23,23
11033	39493	2
665	7419	2
66202	28304,6800,47921,28304,6800	2,2,14,2,2
66204	59970	23
66205	74510,34271,75343,74510,34271	2,14,7,2,14
66207	55644	2
66209	56710	2
66210	21109,46835	23,23
66211	3149	2
66212	28052	2
677	72556,26571,72556	2,14,2
66215	79	2
66217	44309,49316,44309	14,2,14
66218	37317	2
683	21164	2
66220	78081,28731	23,23
66221	4911	2
686	35815	2
687	13521	2
688	56039	14
689	13304	2
66226	73989,77920,73989	2,14,2
66229	45985,3626,72433	23,23,23
67673	7327	2
66232	44663	2
697	4168	2
66234	37158	2
66236	69979,11054,66867,74469,76984,74793	23,23,23,23,23,23
701	60430	14
66238	20510,24046	23,23
66239	65658	2
705	1186	2
708	51229,20877	23,23
66245	10740,46349	23,23
66246	32394,15741,32394	14,2,14
711	5846	2
712	13903	2
66249	63131	2
714	57031	2
715	9765,75819,11837	23,23,23
716	31845,7516,54271,31845,7516	2,0,14,2,0
66254	54060	2
66255	40913	2
723	21150,20607,21150	2,14,2
724	33664	7
725	52816,55869,69310,52816,55869	7,2,14,7,2
66264	37205	2
11044	47066	2
66266	62670,38697	23,23
122	26228	14
734	57599	2
66271	73689	23
736	64936,36330	2,2
737	5795	2
738	23093	2
123	14364	2
741	26228,74862,54434,26228,74862	14,7,2,14,7
742	52948	2
66281	6833	2
66282	11023	2
747	12556,45736,34701,12556,45736	14,7,2,14,7
748	17672,21986,60301,43397,14711,8559,14247,17784,42211	23,23,23,23,23,23,23,23,23
749	2247,69718,2247	7,2,7
750	64949,15787,47509	2,2,14
751	41752	2
752	15503	2
753	1477,57238,27586,76932,19300,5910,33403,68909	23,23,23,23,23,23,23,23
66290	68980	2
756	67533,48264,74733,52717,58422,37069,48030,187,77150,72566	23,23,23,23,23,23,23,23,23,23
65662	58980	23
66294	60924	23
759	67664	2
760	66564,27560,2109,66564,27560	14,7,2,14,7
66297	73393	2
66298	19565,22234,19565	14,2,14
127	24430	2
66301	33569	2
766	14194	14
769	36776	2
66306	6014,18455,67966,15179,31132,34295,38164,56399,13652	23,23,23,23,23,23,23,23,23
771	269	2
772	19728	2
773	75643	23
774	8509,9788,8509	2,2,2
776	67632	14
66313	77287	2
21975	26530	2
66316	2270	2
65666	21767,7428,49752,29140	23,23,23,23
66318	23063	23
66319	11475,38196,75588,6,11482	23,23,23,23,23
784	9561	2
785	74457,33376	23,23
66322	48219	2
787	1723,70621,1723	2,14,2
66324	3228	2
789	58797,76803,40071,69726,42412,56522,31134,74331	23,23,23,23,23,23,23,23
791	73392	2
66328	29642	2
66329	76315	2
796	23834	23
797	47081	2
66334	70588	2
72041	2327	2
800	3995	2
66337	48888	2
802	73626,42010,73626	14,2,14
803	39331	2
66340	36516	14
66342	30943,69881,53861,17284,68547,74715,7593,12958,33481,35007	23,23,23,23,23,23,23,23,23,23
66343	55145,14813,55145	14,2,14
810	39200,53563,39200	14,2,14
66347	32880,12823,32880	0,2,0
812	53718	2
813	17461	14
17485	67664	2
54749	41949	2
816	8673	2
66353	24300	2
76595	16133	2
66356	51411	2
66357	38485,64243,9864,42402,63306,23875,67374,16814	23,23,23,23,23,23,23,23
822	3388	2
824	63884	2
11060	3204,73329,42233,57267,69700,37203,3318	23,23,23,23,23,23,23
826	32802	2
827	21079	2
66364	30630	23
830	18760,15141,18760	2,14,2
831	58502,50661,58502	14,2,14
832	77398	2
833	53811,38228,74276,14313,68968,48224	23,23,23,23,23,23
66370	6237	2
66371	9475,34986,3666,16483,11348,47273	23,23,23,23,23,23
66372	77619,64091,77619	2,14,2
66373	25944	2
838	53189,48024,29791	2,7,0
66375	17744	2
66379	52712	2
66380	25152,66729,27175,55448,28222,74776,56268,43223,60729,58601	23,23,23,23,23,23,23,23,23,23
845	29048	14
66382	2303,19960,47920	23,23,23
141	78405	2
66384	6656	2
66385	48024,31187	7,14
850	27705	2
851	67150,70269,40548	23,23,23
66388	36860,33379	23,23
853	10748	2
66391	68141	2
66392	19674,67939,1155,22638,7340,19448,36495,18562	23,23,23,23,23,23,23,23
858	69857	2
66395	69310,26651,69310	14,2,14
860	75361	2
861	34834	2
862	58257,27378,58257	14,2,14
66399	27659,72326	7,14
66401	24671	2
867	78669,31428,2159,78669,31428	14,7,2,14,7
66405	34892,12547,18512,22818,63550,15945,23657,16854	23,23,23,23,23,23,23,23
870	55766	2
65681	64375,54271	0,14
872	48024,69310	7,14
66411	30538	2
29	32579	23
65682	73960,36651,73960	2,14,2
878	59590	2
11069	30590,43014	23,23
880	52582	2
66417	44309,358,44309	14,2,14
66418	54033,76893,2733,54033,76893	14,2,7,14,2
76606	60881	23
66422	38630	2
887	41226	2
65684	49440	2
890	67251,39097,78520,9880,37600,8369,28680	23,23,23,23,23,23,23
66427	55766	2
893	74614,27100,74614	14,2,14
66430	65725,71677,53496,29410,69443,63488	23,23,23,23,23,23
895	20582,24261,12564	23,23,23
896	31112	2
10941	37922	2
898	9801,11829	2,14
899	43098	2
900	36335,36157,36335	2,14,2
901	50787,65764,66108,57287,22102,40304,72168,16670,60926	23,23,23,23,23,23,23,23,23
66438	19061	2
66439	23948,57128,7411,10107,61467,67339,40310,2849,38919	23,23,23,23,23,23,23,23,23
66440	63754,6631	23,23
905	14147,42798,14147	14,2,14
906	2711	2
66443	7026,64783,7026	14,2,14
66444	68281	2
66445	38117	2
911	32383	2
912	23141	2
65688	8545	14
66450	44309,12059,44309	14,2,14
66451	51772	23
66453	54780	23
66454	53165	2
66455	25539,38416,25539	14,2,14
66456	8072,31307,52584,37005,27119,78200,49863,32812,37187,61505	23,23,23,23,23,23,23,23,23,23
11076	24432	2
66458	41269,29643,69660,70100,44357	23,23,23,23,23
923	39259,74530,50756,77624,27875	23,23,23,23,23
924	55519	2
926	25665	2
66463	32503,47274,46770,61809,57553,34185	23,23,23,23,23,23
66464	8162,65696,23918,40008,32243,42916,3807,65778,66617,35884	23,23,23,23,23,23,23,23,23,23
66465	65194,45423,76965,15666	23,23,23,23
930	33760,29896,27560,33760,29896	2,14,7,2,14
66467	24910	23
66468	20795	2
66470	51827,23492,27093,31209	23,23,23,23
935	31680	2
937	68527	2
938	64877	2
66475	70704	2
66476	60310,66753,60310	14,2,14
66479	12823,32880,55145,12823,32880	2,0,14,2,0
944	47354	23
945	4256,25779,4256	14,2,14
66482	67866,69047	23,23
947	63851	2
948	41332,67586,31485,54633	23,23,23,23
950	34665,62377,38688,54321	23,23,23,23
952	23574	2
66490	58709	2
955	9252	2
66492	828,7825	14,7
957	6133	2
66494	33803,46623,33803	14,2,14
66496	7825,74349	7,14
66497	2951,34536,47292,2951,34536	14,0,2,14,0
962	1349,13394,15409,50113	23,23,23,23
963	70588	2
964	18534	2
965	74661,68373,63454,14701,14227,21884,15659,56343,45058,68376	23,23,23,23,23,23,23,23,23,23
66502	8981	2
967	34271,58444,34271	14,2,14
968	30294	2
66505	65166	2
66507	54060	2
66508	24143,27560	2,7
66509	59682	2
974	1686	2
975	42792,37089	23,23
979	52220	23
66516	67756	14
66517	77141	14
66518	1295,4563,1295	2,14,2
66519	72556	2
984	16892	2
985	40267,78256,19565,40267,78256	7,2,14,7,2
66522	49737,579,49737	14,2,14
76623	41784,4543,41784	14,2,14
66524	31648,67363	23,23
66525	30937	2
990	27560,53804,40267,27560,53804	7,2,7,7,2
991	28914	2
993	48004	2
994	64225	2
66531	51233	14
66532	47721	2
66533	23527	2
998	68842	2
1001	12376	14
66538	14569,39924,50304	23,23,23
1003	49479	2
66540	49737,63474,49737	14,2,14
1007	29616	2
1009	49443,3	23,23
1010	55432,78205,55432	14,2,14
1011	45764	2
1013	28899	2
1014	51487	2
1015	59697,64429,59697	2,14,2
66552	27560,69722	7,2
1017	3098	14
1018	72497	14
1019	69030	2
1021	36650	2
66558	27055	2
66559	55587	2
66560	16003,14407,61458,68280,56145	23,23,23,23,23
67684	21765	2
1026	57767	2
1027	27560,36223,27560	7,2,7
1028	53189,18592,44093	2,0,14
66565	67437,38630,67437	14,2,14
66566	11005,72583,11005	14,2,14
66567	8064	2
1032	75874	2
66569	42224,2625,53992,47108,49158,5069,4021,37583	23,23,23,23,23,23,23,23
1034	54641	2
1035	25610,44309,25610	2,14,2
1036	47988,31276,15825	23,23,23
1037	74676,26394,74676	2,14,2
1038	9563	2
1039	52019	14
1041	57651	2
66578	3344,69197,14102,24037,8720,21563	23,23,23,23,23,23
66579	2656	23
1044	45377,50,45377	14,2,14
174	21216,63716	1,1
1046	43553	2
1047	10725,40630,71120,48111,73272,46798,74236,48445,6753,18498	23,23,23,23,23,23,23,23,23,23
1049	4949	2
1050	14147,39454,14147	14,2,14
65711	63386,4563,63386	2,14,2
66588	20825	23
1053	23245,59365,12963	23,23,23
66590	29138	2
1055	48024,77505,49208,40267,48024,77505,49208	7,2,14,7,7,2,14
1056	42027	14
1057	27959	2
1060	2733,63531,36516,2733,63531	7,2,14,7,2
1061	10842	2
66598	70026,73811,34395,45520,65160,75417,58082,42009,67588,32539	23,23,23,23,23,23,23,23,23,23
1063	34217	2
1065	69364,29850,69364	2,14,2
1066	2205	2
66603	60230	2
1068	30473,16994,67556,17096,6074,43786,14572,51885	23,23,23,23,23,23,23,23
1069	74485	2
1071	58753,13276,50295,61154,46899,50282,32723,50903,74801,28859	23,23,23,23,23,23,23,23,23,23
1072	32128	2
1075	54271,20948,54271	14,2,14
1076	30849	2
66613	26228	14
66614	68953	2
1079	41827	2
66616	68273	2
66617	66464	2
1082	66198	2
1083	50219	2
66622	75664,71513,53133,16685	23,23,23,23
66625	30964	2
1090	74862,68273	7,2
66628	828,50665,828	14,2,14
66629	48597,50545	2,14
66630	33190	2
66631	73552	23
1096	18393	2
1097	62451	2
66634	16949,55066,75207,36925,54732,67780,70104,77502,65470	23,23,23,23,23,23,23,23,23
183	15730	2
1100	30646,7045	23,23
1101	7825,15186,60811,7825,15186	7,14,2,7,14
1102	358	2
1103	26501	14
1104	76285,27221,17461,76285,27221	0,2,14,0,2
66641	36575,12087,12235,63583,27925,17114	23,23,23,23,23,23
1106	74554,44276,46315,59370,2207,71389,10171,71412	23,23,23,23,23,23,23,23
1107	35264,8552,40070,35264,8552	1,1,12,1,1
1108	18762,51366	23,23
66646	70758	2
1111	2623,17879,62901,21391,13771,58739,79119,51713,74118	23,23,23,23,23,23,23,23,23
66648	9722,19858,78742,4019	23,23,23,23
11108	42247	2
66650	71450	2
66652	19061	2
66653	47509	14
66655	28333	2
1120	12279	2
1121	22904,78224,22904	14,2,14
66658	40818	23
1123	54060	2
66660	68678	14
1125	4443	2
1126	58778	2
66663	33113,13469	2,2
1130	17244,74862	2,7
1132	55684,2247	2,7
66670	67808	2
66671	72548,60303	23,23
1136	1000,37550,1000	14,2,14
66673	53440	14
1138	24551	2
66675	51189	14
66676	22327,2976,75222,30651,32854,46836	23,23,23,23,23,23
1141	61736	2
66678	69056,52102,48024,77505,69056,52102,48024	14,7,7,2,14,7,7
76649	69056,67664,69056	14,2,14
66680	38844	2
1145	72718	23
1146	39986	2
1148	19728	2
66685	28224,15636,53705,53424,1972,45127,11057,8124,54832,70646	23,23,23,23,23,23,23,23,23,23
1150	30882,14503,30882	2,14,2
1151	74614,27094,74614	14,2,14
1152	62551,19673,62551	14,2,14
65728	50254	2
1154	55644	2
76651	18664	2
1156	52568	2
1158	77659	14
1159	26228,50531,35460,26228,50531	14,6,2,14,6
1160	1425	2
66697	24853	2
1163	30165,78671,52120,72593	23,23,23,23
66701	53626	2
66703	2744	2
1168	19728	2
1171	34080	2
1173	18720	14
1174	63300	2
66712	44366,20060,71599,13377,11522,1703	23,23,23,23,23,23
66716	65078,54271,65078	2,14,2
1181	32729	2
66718	58867,34474,36558,58867,34474	0,14,2,0,14
1183	28890,40936,51187,31475,11549,33070,16239,19141,66695,3183	23,23,23,23,23,23,23,23,23,23
1185	77753	2
1186	21471,10606	23,23
66723	45319,55145,45319	2,14,2
66724	40511,51310,61764,26087,53868	23,23,23,23,23
1189	44698	23
66727	77849	2
1192	2247,72780,68727,2247,72780	7,2,14,7,2
66729	75422,66380,75422	14,2,14
66730	3565	2
1196	8173,67914,8173	2,14,2
66734	74440,24283,74440	14,2,14
1199	64485,48024	2,7
1200	69310,11566,69310	14,2,14
66738	24316,13897,24316	14,2,14
11123	11829	14
1204	41448	2
1205	50661,27560	2,7
1207	57491	2
76660	22217	2
66746	51984	2
66748	2247	7
66749	10360	14
66750	41899	2
1215	36516	14
66752	48058,8478,48058	2,14,2
66753	46732,25135,11012,51265,47499,45606	23,23,23,23,23,23
66754	14595,10289,58009,11394	23,23,23,23
66755	28931	2
1220	51352,31626,44554	23,23,23
1223	13567	2
66760	54060	2
66761	23319,57587,76054,29017,40837,24219	23,23,23,23,23,23
66762	13575	23
66763	36516,28056,36516	14,2,14
66764	2023,14940,74516,48578,8735,5658,8825,18527,58166,1636	23,23,23,23,23,23,23,23,23,23
66765	64116	2
66767	51438	2
66768	25230,27168,11827,37917	23,23,23,23
66769	14705	2
1234	8876	2
66772	23816,23093,12376,23816,23093	0,2,14,0,2
1237	45502,21443,45502	2,2,2
66774	24888	2
1239	61531	2
1240	75680,71151	2,2
1241	74762,59578,57165,38788,489	23,23,23,23,23
1242	25062	2
